Revision opencl for FPGA
Soln: 0x33: f2a 13f42f 7bb63 f5244 7988f bd5a3 10e414 13b4df 15dd2 3d93c 22ce3 1bc77e 8c82b 174530 e36ae 1b0888 3f4fc 9743b 18816a 1fa9da 5183c 18d76f 64078 acd49 51571 8998d 169637 1ad4f2 b06e8 b13b6 cccea 1404c0 2cdab 33093 9427d 15bd69 a8da2 1b485f 1441f7 181a82 42f94 18b6d7 6e972 158840 87c97 175af9 d7e61 195fc1 3c794 197a9f cbfcc ee715 bc981 134ada d83c5 107bee 7302c 184535 1da658 1f4bd0 971e0 bd85b b5185 1e3c98 1642 2d5ad 191257 1f58ae 70575 c3dd6 153336 1a23d8 49c06 1057d8 11d1b4 1a01cb 155b65 19ce60 1c7dc9 1ff789 5a56 1c5210 13e1ca 15bf59 136e04 1944d1 1683b5 1ff96e 2a11f 67d0f 2d2a9 166469 c5fb8 ee67d 11e0ce 1fd58a e5c1 bf5da cfa2d e2e23 5430d b2187 938ea 13b3df 5cda9 be4af 110222 185352 12fa69 14bb2b 150740 1d2f32 17d4f 15c93c c381a 10344b ec499 156757 14ea4a 1a26fb 2f139 1d17da 1026f9 107c30 36e37 1f7f99 128437 1d2e09 2bfa 1a08aa 1ad88 afd12 154fc c1a96 144fef 1aaaa3 36677 eb9e8 6dbb6 12fd39 e7a0d 1f96ad f96ce 143e63 12f97 1343c8 f835b 1aa466 5a139 cdfc0 119fcc 159912 2672e 1ba426 108abb 1f4342 e47d5 12bc8e 19696a 1ad700 210bb 2a236 71874 1860b3 9358a aa1c3 103fed 143e6c 46c6f 138852 c5e81 dbdaf 710d3 1be50c 8293f ec8be 497f4 1564b8 8a18e 1a4fcb e369a 169f34 ecb4d ef136 ae922 190bfa ece6c 1b672c bbee1 13928a 10d577 132443 3b3a 1bb900 8a969 d1bb9 2f9c9 108a5d 69167 19e5c3 3d177 7f1b4 79c89 172a35 1632b0 19fbf6 1a4b7a 1cf55d 1f35c 1cef67 13d51c 17d410 8fd92 1850d2 183daa 1eb1e7 22f8a 7549f 5066a 1f023a 46639 10aeaf 1035a0 1f9986 2b563 10dde0 8a9b2 b26a3 a5825 13d269 cfa3a 11f379 3dcb6 7337b 151cf7 199d24 a5226 f9f38 f3bce 1a4b74 392da f43ec 161052 182d58 62714 1c03f1 91a5f cae11 50519 5712b a5f3f 1285ef 69ea1 128385 158009 172fcd 1c85 17a666 7424d 15bd28 715ba 1ab25a a441d c6dc5 1a9b1 1c3383 72775 1d0c68 3a361 19f273 1f251a 1f7442 45947 1c884d 7234c 89ae7 a2793 19986e b7b82 c0fd6 6f7bf ec358 b1ee2 150227 c8795 cbe05 cb939 1fb65d a995 151b03 e2700 1fc20e 17222 b3424 1e094 124489 4dbc7 1ddd29 dc6e1 1fc272 f0da2 1dad90 18fffa 1d2026 55625 13d2ea 1757c3 1b7465 dc865 ed8f2 1112c5 1300fc 77c3a bb0d0 eba55 138ce8 e29ea 152e99 feaa1 125165 5189 1bf0b3 d05eb 105c1c 3fa06 1cccf3 ce77e 1edef6 471d3 c2dd7 5aa9e d691d 6cb78 15fcfd 165bf1 194f5e 1a085 1cdebf 4e820 995d0 7f7fd 8ca11 15c493 1b446a 1ebc1 15603b 1c28a5 1c9d23 9b82c 1e532c 113008 1e4c3c 6436 1b943a 12311 d6f4f 5a25b 6bf01 f93ff 17ca02 17c27 1b4afc 122997 1f1c45 4e540 aa00d 1017bd 180719 a0d8 1c2bc4 245c8 196a97 a3619 1f4b35 c5c83 16eed3 2b107 1cf4cd 103d39 18faa7 60f27 1a245d 127351 13a911 1d5c df7c6 af17a 15546d f8c5 1fdb2e f3910 1d5531 1aaa9 b0a10 9ef9a d7ea2 b2f2b 1c679d b323e 128ddb 2155d f7265 642d0 81ffe 15a303 1772cc 15f701 1aa041 43aa9 90eef 177bfd 1bf1d1 f395a 1eacde 15b1a9 1f85f1 9172 99982 17ca7c 17e337 1987c 47c19 89fe6 1b2a54 d224 b2407 93bb4 19b086 89fc1 efb21 13aa9d 1cd7a2 1a02f 10df9e fe2e2 122fa4 1a1ee 1577e1 100acc 1dde77 3592f 18e541 48b1d 127720 6ccee 148b00 e7822 1899ad 266a 1cdd25 f66b1 1a0504 4c638 1e1f10 4efed 6c8bc 7a4d7 1941fb bae82 1005c1 13fe5c 17fb13 194962 1b2072 28573 be992 116107 1eefa4 a1397 13b48f 16af1c 172465 587c2 1263a8 66626 1dad3a fec5a 1cff85 18d9eb 1f044e 32c6c 189d97 100895 10c625 97da5 1712c6 13e697 14a3e8 41480 fd1e2 1172f6 1f7855 4eac9 1e81f8 16012d 1dd26c 49ec5 6f315 fca0a 1b1f80 ca349 1e734f 12deb3 16520c da4b6 1bd259 eea5d 129f48 fec15 13d9d3 128e68 1e91d5

Soln: 0x33: 20a5 4b658 dbf8c 184f34 8bbf5 1f29a9 f4b84 1b2adc 3948 103681 443eb 13abdc 1e0fb 1e57bd c5201 19e511 2f7b 16ec55 f9443 1f414b 3f72c 9c5c9 11f717 1aa772 5b6b4 97b16 81551 1f10ca 6376f 1903f4 ca010 1f7223 5590 c97ee ff93d 1f231d 12ada 1829c6 2b3a0 171e84 4e792 17b409 14367a 1fd282 92a33 1af655 141227 1976c8 491b8 149b92 114078 16f1b1 6d113 1e8a8f 14bc56 16725f 61ee3 1abb02 7463f 13cc69 c1fd5 18da50 110adb 1c5162 2cd4 ce72d fec34 150d3c 5f4da 1be058 102776 1e91ec 40549 96fbb 58829 11e987 aaf54 19268c 160138 199471 3fa1 20c7c 37c8e f3cfb 3b2c1 f7717 8ebca 12c24b 854d d9ea5 7b6da 159fca 2c227 1d0b99 5a7f6 b0f5e 1ecb2 196933 12b25a 18bd61 1f186 35f7f d1c68 10aafc 3d429 1c1775 5d025 11ac92 7a918 1d3714 815a3 8d300 94408 101f58 176905 1a512e a848b 18a43e 11e9e5 1a6803 bf0e9 181709 d1237 129af0 100f39 179612 14fd31 186686 5fd2 18415a 25e0d 113754 bd6e4 189e11 116ce0 17e5e1 917d6 ed0b4 112af4 132c22 ccbee 17c337 1a5be4 1ecf46 11880 1f3d36 ca643 1ed18c 2df5d 15e969 6da70 b0027 3ac55 19510a 45875 73091 8d73b 1c1d66 9d65e 1ed80b 12d55 110a32 6ba1c 1aed5f 4581d f2d36 5b7c4 821e1 1363b 1551a 245b0 1c2356 14fea8 1808d3 152992 1c01d5 217eb 1489a6 d45cc 1260af 42ea1 c1fd1 7fcb9 12b0f5 54bb0 10ddb0 1ab4b0 1b8faa d6131 173fa6 f21a5 f2e10 19c12 146c5e 110894 19289a 3b8e9 10a7c6 1c5b1b 1dbd5b 22f31 100759 3cd24 a8d40 b0c88 10157c 10683f 10b66c 39758 be31a 6c8c0 13f782 444b1 178413 9d421 14effc a63d2 14e568 11fa17 1c39f4 14e7c8 1d22d2 198723 1f194f 21082 9a91b 83d93 f1608 9302b 1b0c78 b8bbc eede0 ad65a 147102 ecfc5 f5e8f c7596 1f1dab 1244dd 12f98a 4ca39 1b9a80 4ddba 1c1b82 7cbc2 18a775 afd21 1ae61c 99d90 10fd62 1379df 192525 12a3d0 1db800 19512c 1ce898 2647 17aeef f0004 1c9f04 80b3e 135df2 1a246b 1f644c 9e2bd c9c58 10cd9e 1b062f 11280f 16a0a8 1a5dda 1e4b03 30dc 80ca2 2272a 1b70d6 6a0d6 17d01a 111a9e 1a9e0a 9a0e 62359 131196 18d368 33d9b 19f86a 3b68f f91ed 19df9 8a68a 102d30 11d0a3 7364a 1ade32 10d627 13192c 40dfb 18c69f 64c32 1aad31 c314c dd3d5 ccdb2 15e50f 1db1b c6e57 210a4 b5b19 48665 1cb25d 6c824 7ebc5 2f887 18971d 148c32 1852f3 f4253 1bdfde fbba9 12eb69 2bd3 12a90b 11790d 1cc265 5effd facd1 af038 15e9b1 615b7 1cc2cd 16095d 1ed042 7c0f0 120a4a b9140 1b9809 31db c9dad b3414 19e424 cabab 16251c 1aa80a 1ddf36 4ee78 eca78 6fdd9 9c972 6e739 a0739 cb346 1a13e8 6097 143710 12a59c 13737f 6d8ca 187e62 a7ec5 163850 27a85 166e7a 118982 1e38b8 eb177 12d9b3 104fc3 1f8222 61a1 8c116 1565df 193267 2eecc f051e 961fa 13265d 32f0b a77cc 152034 181ad2 5b1a2 1fffb3 c9074 11c870 54a4 88e1d abc18 b210f 9062 153366 12c821 184a59 31c34 1b5223 c2596 d2285 dbfa6 158c11 ebab9 154791 19ca4 1a3f21 42c08 98566 1634fe 1d05ef 1778e5 18f598 7ab89 1112a9 d5e12 124d80 ccb96 15f27b 14da2e 156054 ed11 14be37 ce432 1fc91b 11154 885e4 5d4bb 10b3b3 6fa30 1ec0c1 7ee51 1d98cb d067f 128200 1ce7e5 1e4d08 255ec 1a2fcb 5d98c 103b49 b7bed 1aa6ed 13a00d 1d0622 106d99 18b453 18fe75 1d981a 10dee4 1f8de6 1249f9 191c62 7f5a c51b7 67b8b 11f8da 4836d 5651c 5d875 1a5d29 187c8 13fb4f 6b25e 172745 136bad 1a5f90 17d90c 1bd411 15028 a38d2 83518 1e2336 a4b5d c1104 d07db df9ec 69371 771ae 116f1a 144341 b4921 145994 d1814 106001 12b90 ee5a3 8a0a0 fb71d 7f2ce 7ffb4 1ae519 1de832 37c66 1d1b8f 1c5253 1c9293 c3d0e 16e331 1b4c05 1f5d64 31466 f4094 12f0c4 1a0af9 c0d6a 1d8c88 132599 1ef02d 62450 1a8651 188863 196fd1 15cc9f 1b4c77 18a0ab 1c11f4

Soln: 0x34: 94e 1134b2 12f3e1 148ffd 1566c 173a6d a3f1c 1edd06 88ff cc7f0 fba89 164663 a5e11 122431 e4414 17dccc 18b5f 1d375e 196414 1f4ae1 6876e 1722a4 110dfc 1dedf3 30f4c 1daf41 87050 9d6f2 a11fc 180dfa e5803 116adb 3d71 ce610 c203e 1c77a1 166af e82ed bec28 14e88c 93a0e 107f24 9739a 167cba 10c9e9 19d813 180931 191e86 dacc 3ac9b 87920 1e71b0 41bcd 1c9213 ee7be 171e96 289cf 85f34 31a04 102214 3047b 7c03f 80862 e172c 1e8e 7bd4f 8a3a5 ed4e8 137e77 1848aa 173af4 1a26ac 5c285 89df2 fc8fc 104091 f4027 10c5eb 12847c 1ad38f 16cfb 16bdc4 9789c 1db614 38a61 5049c c349a 1258e4 30748 1c04f0 f29ca 125a80 6dcf5 1f26c5 e2df9 111633 2006a 1240d8 e5e42 152b16 286b3 1285e2 11c054 16c264 24a1a 17c973 182bf2 1da0e5 80c78 18cbbf 12e0da 13bd1d 3206d 16417f 65d02 d98f3 35119 1ea692 42841 16b94f cb347 1d3eeb fe49f 15b50e 169095 192a37 1cb159 1d4cee 2c39 2e5a4 12798d 19471e f3487 16b3e4 11a181 16b06d 1f220 6d88d 18f9b8 1cc8c8 781b3 1a58f8 1a312c 1a76dc 12590 f232a bf95d 1cc44e 124742 1dd3cf 1ab3d7 1dafd7 3d0f2 fb69f 11a831 18a48d 139d11 1d4952 176a53 1fdea7 10ba0 13f952 315cc 6bb0d 12403 16ea33 fd9c5 1f3fb2 10c0b 171459 eefb3 1ac0ab 4e810 fb8ff 9181b 1c00e4 16b21 4749f 3a619 157811 1f524 5139f 10a1c1 1678a7 28fdd 17d2cf 1929ef 1fb99b b6b2b 1e8cb6 11daf1 17311b ae13 120d5 fa6e3 116d3f 6084d 10334c 14454c 1f68e3 2b429 8166b a13ee 13b8f1 b3c6f d3f83 108aee 1f5c3a cef9 151036 11ff1d 121328 53a41 9a2a3 d310e 16c34f e946e fd531 1c6e03 1cd742 12f3b1 1d9ce5 136101 1ddec7 fe3c eb949 55ce1 a8d88 470f8 1e9828 1268d6 1c2e45 273a8 1b8ce3 ef6ce 168dd5 13f971 1e9028 19099d 1e7b7f 33dc2 18bb3a a8ea7 168605 68f25 158402 d620c 16ba36 6fb47 a5141 735bb 866b6 8fbc1 1e90df ce850 1a0238 41ed 668b5 604d8 7eeed 73cd5 13550d 19044c 1db07e 101d4 76b6f 1da6e0 1eb6e1 5d703 18dca4 96fcb 141a3a 97a0 1b4022 4cea0 7ae38 13230f 1fe641 164164 1bf0a2 66d46 15f05b c7f27 1fb8b3 10bb8f 1ecaad 10cc59 1df911 973d 14a0be 8f53c 14dc2f 828c8 141722 bd648 1acada 25938 1e0def 13cfe8 1f14c8 e157a 1cc66e 14f277 1ad709 19b02 118584 af347 15ae80 4a8a3 6d3cf c5bee 1711fe 7a7fd e9626 17e041 188c2c acdf6 19e278 131f6b 1caed6 10593 7e050 153e9f 16696f b8754 1d0ea3 123f27 1bbb63 24a38 15fc48 4e956 b586e 86244 1707b9 13e52d 176f1b 415fe 503c8 51734 edd4f 49df7 12d385 d0684 1dc2e2 85505 128b88 13a76a 1be82f b9c0c 1cff1b 1ae18e 1ddd62 16ac9 19d28 81454 111a31 3309f 1a7470 87dc8 1776a7 1a75b 123479 1f17c 130e7c 20729 1116be 14c2db 1e6d4d 2405d 1487dd a1f96 175cfc 477a4 187a2b a244c 1d0734 a940a bdf23 f10dd 1bafad c07c9 125c34 1252d7 177432 74d0 472c6 ebbc9 ff682 daaee 19ffda 133d6d 1f9d53 37421 44725 11109f 13f397 3985a 1a1aa9 b67fc b8697 121f4 47dc3 1aed3a 1b42a2 5685b a1365 14a067 1d683d 14a82 1fbe1 7e9ab f17e8 53e9e 167053 78070 e463d 77e9 12ffde 125914 15b333 45f04 127846 1b1e51 1cd252 2ba81 8a4b7 a3064 187c4b 7c977 113a32 126bd0 1ee3ab 30e9d 11bf5f f5fdd 15abd6 1416d1 191259 14318d 18aad8 4bb88 138847 e7b8a 10e8e9 9a660 ad62c 12ebfd 1863ba 126b1 4b544 5226b 1a693e a13ac fabba c512f 124dba 2c2f8 1b3938 80e5d 11dd01 7f147 1b74ce c78f1 153b1b 18e86 11d9c4 53ee5 1b180c 1a067 1d534e bdd96 1cd6f3 30900 1794c6 44cbc 1f5259 5982a 1eb389 94080 15c2a9 35af8 13a9f4 15c91e 1f61af a13cc 1efb2b b9f6d 1a4d7b 59708 199cbd 16b9b3 1f4d78 6f2e8 abb66 15505c 157004 8f3a4 d512e 1287e1 14a81f 96c90 e9593 a4a54 1a057c 96229 14a8ff 176e92 1e3850 bc96f cabfa 168c17 174f7e

Soln: 0x35: 144 1a69bf ab811 e4a90 19238 9926d 20e1d 829c3 2509 a8b16 67497 80a80 a04f2 cc233 1a914e 1d24be 18e56 6db17 a2fd2 1ddc2b 122abd 1c859c 1a7b82 1ece5e 2bd19 f1297 5fb7e 8a797 ee3f9 16b59d f11ad 125574 1a5d3 b3549 5ae2d b6bda 272bf b9d96 a5644 14cf7d 74d82 8b3cb 14a2ec 1e2f93 80653 cc6e3 e17f6 1fc383 4cc2b 10049a e907a 12286d 78609 ee843 111d2b 19c5ba 5894c 1e040a 13d7ab 1cb02a ff0b6 12306b 188e92 1ee23a a70e c9298 12841 c6e6e 22bdd 1962a9 91890 185545 4360a f6e78 4a4bf 61e9b 6e5cb 800db 1600e7 165663 475b4 494c0 5bddc 1c0066 cbf45 176418 12687d 198319 78d0f dc2a8 84d46 177e55 917fa 152775 93290 1e3fb2 169e9 bc827 3b1a5 8d086 7ae8a 1c6435 199e5a 1db2a4 2df5e 87337 1b1f75 1c0689 16e817 1e86cb 1ba6c7 1c909b 33e9b e8c44 42ab6 126574 fa295 1d0aaf 15e3af 161316 69eaf 14a5c5 7390a 1cd6bf b17cb ef413 113e23 177e10 544f 1f9b16 16a7bc 16b6fd 45ebf be367 bb035 1d00cd 678ff 11cec6 d94af 14fba7 b94a0 1a6ebc 17e790 1e1624 1fc43 41718 4c460 114636 3e199 6a5fe 105d81 160715 409e4 1aff26 7801b 8f694 d3f0e 199c77 1bbd47 1ec2ce 1b5b0 15e030 a7a26 1e798c 6e522 1b91ca 11ff43 18b733 6c252 9cc04 8e12d 1cf116 acd7a cea76 12939e 16d3a5 35e77 1fa0a1 676f1 1e382a bb306 bbd7b 1daad8 1e82c4 39fe1 b57b6 106bed 1c66f6 49dea f4e99 6327a 1a4404 557f 1e7717 9c4d9 e8eab 31d51 136eca dcb6b 113589 21f66 18787c 407c8 1fbfea 62827 1c1bbc 85662 1cf856 15686 88eb0 11b1b9 14d31b 23dd1 ebf16 72cf3 1f70f2 1745c 33a71 33fde 135c76 d8fe5 1d2ec8 ed4c2 129a84 60d4 3b44c a2133 15d0a3 2c7a2 5e6e2 87e63 c84cb 74ceb 1bb256 1586bc 1c3eda fa879 122fbd 12e574 1f24e3 24b7e 143b19 940df 1b6504 38f67 5b691 4322e 15d512 32be2 1523c6 f6687 1d935a fca53 18bbe5 12c0b3 188059 28e 113771 effd0 1eb624 7d7ba 17458b 90cfc b2ac1 4279 1cd062 ca0e6 1a09fb 5f3f5 1484bf 62681 73b5f 12843 cdfe9 a65a4 14f99a 6eb73 148e12 7d497 1c47ce 2c6d6 10b448 118ddb 1fb3e2 7bf46 e4fc7 af263 164baf 2c6db d5dae a02f6 1dbbe9 41d6d a1462 1008cc 154e00 47cd6 6ef54 1bb169 1dcfa8 97d7f 14b8d9 1b9c6a 1d29db 32bda 12c404 be66f 165b63 4102a 1ae88c ece16 171bec 6f766 eb572 b1826 1281b1 9daa7 1d8c9d 1198f8 1a11e1 300c 10d3c1 d759c 1f3c16 25196 cc30d 1199d2 1b4c6f 4b4ef 180162 ffdaa 1a724e 5bcfb 1a7ab3 6a369 16cfd7 1e030 f3f66 232a0 ec8b3 e9329 19a5cf ff343 1cbfad 66d8f 18d856 d5ee8 1d3a86 7c13d 1988a9 c637e 1a8e7f 172ff 1db218 c9a40 13cf7b 18b5a 18d460 185a9e 1f4774 45f64 194149 11d765 137632 a87f8 12c000 19dc21 1c5f74 1a1bf 4b655 14499b 1e7fe6 cdd7c 16eaaf 128b09 1c94e7 241e3 b7ac0 6b158 1e1a31 9950f 1c7791 9c96d f39b6 10a6 174cf1 69f7e 1fa39c 34ce8 4697a a7821 dfffc a9360 182e04 ebcd4 14bbd3 d3145 d50f9 165b7f 1f02e5 4cd2 e1438 2350b fe28e 107dc0 117ee4 1b3cd1 1e6891 5e346 f05c1 8efcf 1cc499 88fa5 1e5136 af5a2 14a7de 890e 96fe8 816cf 11f2fb 1e212 9c92e 16bc2b 175646 3393b 156352 5398f bc3b3 e7d41 1297f2 117ea7 1285d6 2177d 8faac f2e7a 1466df 68786 e9f50 95c8f 163772 68f52 18ef64 7a049 1a96ec b1810 d8156 fbf9f 15b900 1103b 1ad0bc d1755 1f5268 a1c4b 12047e e5e3b 104c49 4186d 1bdd8b 585ad 1f0f29 b1201 17796f c672e 132002 2199d 1455f9 f15ce 131a2a 42e77 1bf937 13d082 1ee5fc 4d858 1baf46 611d1 12e538 7d046 1b8945 97bf0 113755 1b8af 16e1f1 4073b c2051 3b84b 15dc22 f5a98 1eb45f ec466 18eb0c fd116 194c03 114d94 1f5768 120934 18f800 427e5 174791 a6119 142220 4d432 f40f2 150e50 1c8e15 84a0b 15a24f d1974 11518d b6dcc dd439 cdc28 e7ec9

Soln: 0x35: 464 eb14 19e4e 14c58b 5a87f 1f8f36 f733e 141f7d b90 155ff5 b8ae1 ed575 69f4a 9b5fe ed444 1ca876 15a29 10c10e 79c87 1bdb82 4cf20 b0d5b 83612 bf610 2c919 19efd9 b5ec8 11ccfa 2d7e1 1369d7 47642 1f272c b883 113c9a 7f78f 1e39ca c12b9 1ea63c e914b 16ebd0 75a80 158223 1dbbf7 1f786a 8ccb8 d1217 c53e7 18fe20 1ed4e 76756 82ed4 c82d1 2d9ce 33a50 1b199a 1bf66d a3b26 f88c1 c5cd7 198a0c bfd28 175795 145c4a 1e3b76 13258 bc7b9 14303a 14405f 6dd95 1436db 8b020 1e7813 1e972 b9dbd c67ba 1a5af6 6cd8f ff2d1 ea968 1ae5eb 2f926 1b619a fab33 1e436e 9f60a 171462 14c422 15e187 3b665 7162d 736b9 149a93 60224 159418 64397 14a260 2d288 1438ae d3a7d 15d4ac 6e82b 1df2a3 b1030 d8c2d 373a4 140b87 18c177 1d405c 8f573 d6b43 e8f75 141a84 4143b 57c62 d8f6f 1a2657 11cb67 178665 1ad093 1de3f4 5747c 1fb6fa a5778 11dc2d fb0c3 1643b1 1d0c5f 1e4b67 b4b 1efb24 1d202 453bf 12642 10f2ec 2a6d3 6abe3 6aa82 cd307 caa81 19f01b ea06f 1a5528 1484a8 165908 97b6 a5ca1 772f9 fe78e 8bb27 1e4784 16f25a 1f16bd 10631 1d116d 1397d4 1630e3 6cbe0 91d98 c2b48 174e80 3b65 bb49c 1144da 11578f 70883 17e45a 12c564 1c081c 27461 1dbc26 82339 9dcb6 3d49f 1f0abc 951b9 1c892c 204d4 1fb733 626ce bea11 24020 101f79 6bc02 19cf7a 5d27e af5d0 165dc1 1c86f0 10d79a 1ab245 19866e 1eb64a 2119 108bfb 911e2 f63b6 cbac 17f978 ac309 1a0405 5d3f7 1adc12 b2834 1c39f3 76a07 85b77 d3923 14b964 1ebc5 6be76 11c0b9 1a6a10 67535 a707b 17036e 1cd328 32d1d 1f26c5 a4fd0 10e726 554e4 1ac3f5 11c0fc 1608f0 1e3d6 1924e7 1f675 138fa1 115fc0 13db72 199bb0 1c652d 82392 1fa0eb 14afb9 1623f0 129c1d 1b24ea 173566 1e9030 5c900 ea5ad db939 1ad4e9 cfbdb 1b1ecc 15d6f0 1a3ea9 93319 1a7ca4 d0082 14a23d 10dada 1c987d 131b18 15c4eb 15f4 5f370 592f1 115e67 c1ad6 137ad5 1427ac 1b7f6b 20d7f 9aa9b 1b8875 1eebfe abfb7 c5a42 d3676 19628e 117c5 111d72 29476 8d9a5 6ebe3 a92f6 ea603 1b52b5 216f9 943fb 2c839 1504ac 112d29 1ef524 1ac735 1b7aa5 6fff 178e7d 5a410 cf1aa 8525 67465 4ebc4 1fb739 a94a 16b39a f9ab 9b956 5d402 12d024 16b39b 1f36b8 4e8f3 d198a 11c9fc 1f8935 50177 1f7520 91a62 1d8132 76781 1c0a90 c6445 19109f e1b5c 1bd7aa e9614 19b3d9 6ab3 1b6bfa dab7e 1deb8a a13bb 1a2868 d59cd 1dee32 8aeb 25d41 d841c 11e266 d4271 10573e 1d1c60 1dc563 e47d 24f27 8d76f 116de0 16c1c 1a7a51 85f82 1a0362 1019c 68f09 5a91c 116537 3fcb5 4c234 9a7b7 116bec 3415c 108989 152919 15448b 6f342 1a145f aa6a8 154bd3 3c567 b7cba fde24 1f8c33 c0e08 10c81a f8a52 1e0f6e 505b3 7af38 184c39 18905e 507fa 5b490 84078 16a792 b1a48 154666 c0f6a 195fe3 11630b 1401e0 117e9f 141d3d 2e43 1840f4 163fce 1dfe13 71a82 f07ae a2b63 1e8062 77e83 158fa9 8b1f1 c61e4 78ad5 d8698 da6e9 1176ff 178c1 40b00 1548db 1a6763 26d5d a47d7 c2354 1f63d4 1f7db 9ee7a 74aea c3936 649e1 1e2124 16f8fa 1cd6a7 9b7c 1f8da3 292c7 fcf3f 9f32b ef396 13f191 1afabe 5e832 115a8a 1695b2 16cf12 e2884 164711 122fa1 180b40 19a13 66607 3a138 1717d4 3b304 12e3cd 49fc9 11260a 6f960 1ce1bc 15b965 165d61 96810 b2c23 170073 1c765d 4a53 1840e3 ba32d 1e7272 93628 a76e0 1097e2 13549c b0fd 21c65 106699 1fc05f b139e c817a b155c 1795b8 5dbb 1066db 4cbf2 c43fe fed0 106cd6 10e61a 1cb62b 4de38 1b2a03 172455 1ae5fe 12830c 1bd242 19bb3d 1fe133 9ef1 1cdc58 27b1c c84a4 69f0a 14f2df 12203b 19ff0e 10af6d 1c2424 19eb60 1bdb54 13b746 1f605b 19d5aa 1b3663 e31e 124f28 138879 1850b5 2a9dc 1f5d34 9f9bc 1ab390 3309d b0099 3cb81 154bce 3e6c7 11fa3a a67bd 183e0a

